--------- beginning of system
06-28 18:31:49.289  1114  1817 I ActivityManager: Process com.baidu.input_huawei (pid 3321) has died: fore SVC 
06-28 18:31:49.290  1114  1817 D ActivityManager: cleanUpApplicationRecord app: ProcessRecord{a94c995 3321:com.baidu.input_huawei/u0a59}, app.bad: false, restarting: false, allowRestart: true
06-28 18:31:49.291  1869  1885 I BoosterSwitchP: notifyUidState do nothing
06-28 18:31:49.291  1869  1885 I DeepNoDisturbP: notifyUidState
06-28 18:31:49.291  1869  1885 I HidataAppQoeP: notifyUidState
06-28 18:31:49.291  1869  1885 I BrowserChrP: notifyUidState
06-28 18:31:49.454  1114  1273 W HwPackageManagerServiceEx: isEnterpriseDisallowUninstallApk disallowUninstallPkgList : null
06-28 18:31:49.454  1114  1273 D PackageManager: mFrozenPackages add package:com.mixgo.PropertySEO
06-28 18:31:49.454  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: deletePackageX
06-28 18:31:49.456  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: uninstall pkg
06-28 18:31:49.464  1114  1273 I PackageManager: Removing old permission tree: com.mixgo.PropertySEO.permission.JPUSH_MESSAGE from package com.mixgo.PropertySEO
06-28 18:31:49.507  1114  1273 D PackageManager: clear pref activity com.mixgo.PropertySEO from uid 1000
06-28 18:31:49.688  1114  1273 D PackageManager: mFrozenPackages remove package:com.mixgo.PropertySEO
06-28 18:31:49.794  1114  1581 I HwAudioServiceEx: check HiRes Icon false
06-28 18:31:49.906  1114  1217 I PackageManager: writePermissionsSync -> user:0, put true:, Build.FINGERPRINT:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys, fingerprint:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys
06-28 18:31:49.963  1114  1273 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=0: pkg removed
06-28 18:31:50.040  1920  2896 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.ensureIndexSearchServiceBound:342 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.buildIndex:287 com.huawei.nb.searchmanager.tasker.IndexTasker.doIndexTaskerAction:94 
06-28 18:31:50.073 31111  3794 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.client.RemoteServiceConnection.open:90 com.huawei.nb.client.DataServiceProxy.connect:129 com.huawei.nb.searchmanager.searchengine.service.RemoteIndexSearchService.getDataServiceProxy:121 
06-28 18:31:50.105  1869  1869 I HwKeystoreServiceImpl: ACTION_PACKAGE_REMOVED userId:0 appId:10400 packageName:com.mixgo.PropertySEO removeAll:true
06-28 18:31:50.111  1869  1869 I HwKeystoreServiceImpl: UserInfo uid:0
06-28 18:31:50.152  1114  1558 I NetworkStats: ACTION_UID_REMOVED onReceive
06-28 18:31:50.153  1114  1558 I NetworkStats: performPollLocked, pid = 1114
06-28 18:31:50.167  1114  1471 I HwNetworkPolicy: onTransact, code = 202
06-28 18:31:50.167  2017  2017 I HwNetworkPolicyManager: removeHwUidPolicy uid = 10400 policy = -1 opPackageName = com.huawei.systemmanager
06-28 18:31:50.174  1869  1869 I PreDnsQuery: onReceive: intent = android.intent.action.PACKAGE_REMOVED
06-28 18:31:50.174  2017  2547 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 android.content.ContextWrapper.startService:664 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.checkRarelyUsedApp:100 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.doInBackground:46 java.lang.reflect.Method.invoke:-2 
06-28 18:31:50.177  1114  1471 D SecurityProfileService: removeLabel:com.mixgo.PropertySEO
06-28 18:31:50.184  1114  1558 W NetworkStatsFactory: mStatsXtProcUid: /proc/net/comm/stats does not exist!
06-28 18:31:50.185  1114  1558 D HwNetworkStatsService: hwRecordUidAndProcSnapshotLocked currentTime = 1561717910151
06-28 18:31:50.186  1114  1471 D SecurityProfileDB: writing: {
06-28 18:33:12.231  1667  2401 W Bth-btfreeze: BluetoothFreeze:tag: 182  uid: 1000
06-28 18:33:12.231  6701  6759 I [HwRecSys]OdmfCollectScheduler: handleMessage msg: 6
06-28 18:33:12.231  6701  6759 E [HwRecSys]HwRecSysService: Rec sys service not started.
06-28 18:33:12.232  1667  2401 W Bth-btfreeze: BluetoothFreeze:tag: 182  uid: 1000  pid: 2461
06-28 18:33:12.232  4482  4482 D ZrHung.AppEyeUiProbe: notify runnable to start.
06-28 18:33:12.233  1900  2190 I OPCollectLog: OdmfHelper:insert dsCollectEncrypt success 
06-28 18:33:12.234  1114  9168 V WindowManager: Checking 1 opening apps (frozen=false timeout=false), Track: activitypause performsurface
06-28 18:33:12.234  1114  9168 V WindowManager: Check opening app=AppWindowToken{8c14a7b token=Token{cfbf20a ActivityRecord{8475275 u0 com.mixgo.PropertySEO/cn.jiguang.unity.push.UnityPluginActivity t216}}}: allDrawn=true startingDisplayed=false startingMoved=false isRelaunching()=false startingWindow=null
06-28 18:33:12.234  1114  9168 I WindowManager: closing apps count = 1
06-28 18:33:12.234  1952  2259 I chatty  : uid=1000(system) sdk thread expire 5 lines
06-28 18:33:12.234  1952  2586 I chatty  : uid=1000(system) thermal-core-th expire 1 line
06-28 18:33:12.237  1114  1219 W HwActivityManagerServiceEx: HwActivityNotifier end call android.app.IHwActivityNotifier$Stub$Proxy@88cf16b for activityLifeState under user 0 cost 0
06-28 18:33:12.239  1114  9168 D HwGameAssistantController: pid=4482, uid=10401, component=ComponentInfo{com.mixgo.PropertySEO/cn.jiguang.unity.push.UnityPluginActivity}
06-28 18:33:12.239  4482  4482 V InputMethodManager: Reporting focus gain, without startInput
06-28 18:33:12.239  1114  1243 D HwGameAssistantController: UPDATE: mCurFgPkg=com.mixgo.PropertySEO, mCurFgPid=4482, mCurIsGame=false
06-28 18:33:12.240  1952  2110 I chatty  : uid=1000(system) core expire 10 lines
06-28 18:33:12.241   646   646 D WifiHW  : chip is bcm bcm43xx
06-28 18:33:12.241   646   646 D         : Enter bcm_game_kog_adjust_speed: freq= 2437 mode= 6
06-28 18:33:12.241  1900 15673 I OPCollectLog: AppChangeImpl:pid: 4482 uid: 10401 pkg: com.mixgo.PropertySEO class: cn.jiguang.unity.push.UnityPluginActivity
06-28 18:33:12.241  1900  2185 I OPCollectLog: HwForegroundAppAction:handleMessage 
06-28 18:33:12.241  1900  2185 I OPCollectLog: Action:HwForegroundAppAction executed successfully
06-28 18:33:12.241   646   646 D         : Enter wl_set_pmlock: pmlock= 0
06-28 18:33:12.241  1114  1219 W HwActivityManagerServiceEx: HwActivityNotifier end call android.app.IHwActivityNotifier$Stub$Proxy@88cf16b for activityLifeState under user 0 cost 0
06-28 18:33:12.241   789   789 D SensorHub: batch called handle:0 sample_ns:200000000 latency_ns:0
06-28 18:33:12.241   789   789 E SensorHub: in batch, handle = 0, flags = 0, period_ns = 200000000, timeout = 0
06-28 18:33:12.241  1952  4046 I chatty  : uid=1000(system) CallbackHandler expire 1 line
06-28 18:33:12.242   789   789 I Sensors@1.0-impl: activate-0 enabled-1 fwkOals-1 camOals-0 fwkOcolor-1 camOcolor-0 fwkOtof-0 camOtof-0
06-28 18:33:12.242   789   789 D SensorHub: enableSensor-> handle: 0 enable : 1
06-28 18:33:12.242   789   789 D SensorHub: Channel activate-> handle: 0, enabled:1, err: 0
06-28 18:33:12.242   646   646 D         : wl_set_pmlock: ret: 0
06-28 18:33:12.242   789   789 D SensorHub: batch called handle:0 sample_ns:20000000 latency_ns:0
06-28 18:33:12.242   789   789 E SensorHub: in batch, handle = 0, flags = 0, period_ns = 20000000, timeout = 0
06-28 18:33:12.243  1900  2190 I OPCollectLog: OdmfHelper:insert dsCollectEncrypt success 
06-28 18:33:12.244  4482  4614 E ActivityThread: Failed to find provider info for com.ss.android.article.news.DownloadProvider
06-28 18:33:12.244  6701  6759 I [HwRecSys]OdmfCollectScheduler: handleMessage msg: 6
06-28 18:33:12.244  6701  6759 E [HwRecSys]HwRecSysService: Rec sys service not started.
06-28 18:33:12.246  4482  4618 I JIGUANG-JCore: [SisPolicy] Succeed to open connection - ip:121.46.25.198, port:7001
06-28 18:33:12.247  4482  4614 E ActivityThread: Failed to find provider info for com.ss.android.article.news.DownloadProvider
06-28 18:33:12.247  4482  4618 I JIGUANG-JCore: [ConnectingHelper] Login with - juid:21176094885, appKey:46fb548d664dad6b8390d190, sdkVersion:66053, pushVersion:196870, analyticsVersion:0 ,shareVersion:0,sspSdkVer:0, pluginPlatformType:0
06-28 18:33:12.249   648   998 I chatty  : uid=1041(audioserver) ApmOutput expire 6 lines
06-28 18:33:12.249   648   997 I chatty  : uid=1041(audioserver) ApmAudio expire 7 lines
06-28 18:33:12.249   626  1281 I chatty  : uid=1041(audioserver) HwBinder:626_2 expire 16 lines
06-28 18:33:12.250  1114  6153 I chatty  : uid=1000(system) Binder:1114_13 expire 6 lines
06-28 18:33:12.250  4482  4632 V PlayerBase: baseStart() piid=2103
06-28 18:33:12.250   755   815 I dubaid  : [AudioHandler.cpp] stopSession# Failed to find audio session: 1889
06-28 18:33:12.251  1114  1114 D MediaRouterService: onAudioPlayerActiveStateChanged: uid=10401, active=true, restoreUid=10401
06-28 18:33:12.251  1114 10297 D CountryDetector: isValidCountryIso: CN
06-28 18:33:12.251  1667  2401 V AudioManager: mPlaybackCallbackList.size:1
06-28 18:33:12.252  1667  2475 D AudioManager: dispatching onPlaybackConfigChanged()
06-28 18:33:12.253   626  6841 I chatty  : uid=1041(audioserver) HwBinder:626_5 expire 9 lines
06-28 18:33:12.256  4482  4482 V MediaRouter: onRestoreRoute() : route=RouteInfo{ name=手机, description=null, status=null, category=RouteCategory{ name=系统 types=ROUTE_TYPE_LIVE_AUDIO ROUTE_TYPE_LIVE_VIDEO  groupable=false }, supportedTypes=ROUTE_TYPE_LIVE_AUDIO ROUTE_TYPE_LIVE_VIDEO , presentationDisplay=null }
06-28 18:33:12.256  4482  4482 V MediaRouter: Selecting route: RouteInfo{ name=手机, description=null, status=null, category=RouteCategory{ name=系统 types=ROUTE_TYPE_LIVE_AUDIO ROUTE_TYPE_LIVE_VIDEO  groupable=false }, supportedTypes=ROUTE_TYPE_LIVE_AUDIO ROUTE_TYPE_LIVE_VIDEO , presentationDisplay=null }
06-28 18:33:12.257  4482  4632 D android.media.AudioTrack: [HSM] AudioTrace play() uid: 10401, pid: 4482
06-28 18:33:12.257  1869  2315 I chatty  : uid=1000(system) Binder:1869_5 expire 5 lines
06-28 18:33:12.258  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.259   626  1582 I chatty  : uid=1041(audioserver) effect expire 5 lines
06-28 18:33:12.262   613  2641 I GRALLOC : getCallingPid=650, shrFd=31,fmt=0x1,intFmt=0x200000001,btStrd=4352,size=9973760,pid=613 
06-28 18:33:12.262   613  2641 I GRALLOC : 	 yuv=2,w=1080,h=2244,Stride u=0 v=0,offset u=0 v=0 
06-28 18:33:12.262   613  2641 I GRALLOC : 	 iova_size=9973760,conUsg=0xb00,proUsg=0xb00,	 strd=1088,[afbc]HdrStrd=1088 PyldStrd=69632 Scrmbl=2,ionhnd = 1 
06-28 18:33:12.265  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.269   613  2641 I GRALLOC : getCallingPid=650, shrFd=31,fmt=0x1,intFmt=0x200000001,btStrd=4352,size=9973760,pid=613 
06-28 18:33:12.269   613  2641 I GRALLOC : 	 yuv=2,w=1080,h=2244,Stride u=0 v=0,offset u=0 v=0 
06-28 18:33:12.269   613  2641 I GRALLOC : 	 iova_size=9973760,conUsg=0xb00,proUsg=0xb00,	 strd=1088,[afbc]HdrStrd=1088 PyldStrd=69632 Scrmbl=2,ionhnd = 1 
06-28 18:33:12.269   650   650 I chatty  : uid=1000(system) /system/bin/surfaceflinger expire 75 lines
06-28 18:33:12.272  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.279 31509 31509 D ZrHung.AppEyeUiProbe: notify runnable to start.
06-28 18:33:12.280 31509 31509 D ZrHung.AppEyeUiProbe: stop checker.
06-28 18:33:12.281 31509 31509 D ActivityThread: Remove activity client record, r= ActivityRecord{7fe0501 token=android.os.BinderProxy@f958e3b {com.android.packageinstaller/com.android.packageinstaller.permission.ui.GrantPermissionsActivity}} token= android.os.BinderProxy@f958e3b
06-28 18:33:12.281  1952  2594 I chatty  : uid=1000(system) iAwareNRT expire 1 line
06-28 18:33:12.281  1869  2315 I BoosterSwitchP: notifyUidState do nothing
06-28 18:33:12.281  1869  2315 I DeepNoDisturbP: notifyUidState
06-28 18:33:12.281  1869  2315 I HidataAppQoeP: notifyUidState
06-28 18:33:12.281  1869  2315 I BrowserChrP: notifyUidState
06-28 18:33:12.281  1952  2773 I chatty  : uid=1000(system) GameSdkManagerT expire 1 line
06-28 18:33:12.281  1114 10297 V WindowManager: removeAppToken: AppWindowToken{777d488 token=Token{51f582b ActivityRecord{8d7e87a u0 com.android.packageinstaller/.permission.ui.GrantPermissionsActivity t216}}} delayed=false Callers=com.android.server.wm.DisplayContent.removeAppToken:1059 com.android.server.wm.AppWindowContainerController.removeContainer:301 com.android.server.am.ActivityRecord.removeWindowContainer:1152 com.android.server.am.ActivityStack.removeActivityFromHistoryLocked:4507 
06-28 18:33:12.285  4482  4618 I JIGUANG-JCore: [ConnectingHelper] Login succeed - sid:40792, serverTime;1561717992000
06-28 18:33:12.285  4482  4618 D JIGUANG-JCore: [ConnectingHelper] Action - sendServerTimer
06-28 18:33:12.286  4482  4612 D JIGUANG-JCore: [JiguangTcpManager] Action - onLoggedIn - connection:712
06-28 18:33:12.286  4482  4612 D JIGUANG-JCore: [ConnectingHelper] Action - sendConnectionChanged
06-28 18:33:12.286  4482  4618 D JIGUANG-JCore: [NetworkingClient] Network listening...
06-28 18:33:12.287  1114  1228 I ActivityManager: App 10401/com.mixgo.PropertySEO targets O+, restricted
06-28 18:33:12.289  4482  4639 I JIGUANG-JCore: [ReportHelper] periodTasks...
06-28 18:33:12.289  1114  6153 I AlarmManager: remove alarm:Alarm{5413993 type 0 when 1561718282214 PendingIntent{71aaca0: PendingIntentRecord{f61879c com.mixgo.PropertySEO broadcastIntent}}com.mixgo.PropertySEO} according to operation:4484e82
06-28 18:33:12.289  1114 10297 V BroadcastQueue: Finished with ordered broadcast BroadcastRecord{501f5cd u0 cn.jpush.android.intent.CONNECTION}
06-28 18:33:12.289  1114 10297 I ActivityManager: App 10401/com.mixgo.PropertySEO targets O+, restricted
06-28 18:33:12.289  4482  4482 D JIGUANG-JCore: [PushReceiver] onReceive - cn.jpush.android.intent.ACTION_REPORT_HISTORY
06-28 18:33:12.290  4482  4590 D JIGUANG-JPush: [PushReceiverCore] onReceive - cn.jpush.android.intent.ACTION_REPORT_HISTORY
06-28 18:33:12.290  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.290  1114 10297 V BroadcastQueue: Finished with ordered broadcast BroadcastRecord{7027dd0 u0 cn.jpush.android.intent.ACTION_REPORT_HISTORY}
06-28 18:33:12.301  4482  4508 I Unity   : {"code":"0","msg":"SUCCESS","datas":{"verId":37,"url":"https://img.singmap.com/upload/broke/resourceweb/3b850f15eb5a4d1481556b9c425fdb62.upk","versionNo":"11","isUpdate":0,"desc":"","status":'',"type":2,"createTime":'',"userId":''}}
06-28 18:33:12.301  4482  4508 I Unity   :  
06-28 18:33:12.301  4482  4508 I Unity   : (Filename: /Users/builduser/buildslave/unity/build/artifacts/generated/common/runtime/DebugBindings.gen.cpp Line: 51)
06-28 18:33:12.301  4482  4508 I Unity   : 
06-28 18:33:12.302  4482  4508 I Unity   : msg:{"code":"0","msg":"SUCCESS","datas":{"verId":37,"url":"https://img.singmap.com/upload/broke/resourceweb/3b850f15eb5a4d1481556b9c425fdb62.upk","versionNo":"11","isUpdate":0,"desc":"","status":'',"type":2,"createTime":'',"userId":''}}
06-28 18:33:12.302  4482  4508 I Unity   :  
06-28 18:33:12.302  4482  4508 I Unity   : (Filename: /Users/builduser/buildslave/unity/build/artifacts/generated/common/runtime/DebugBindings.gen.cpp Line: 51)
06-28 18:33:12.302  4482  4508 I Unity   : 
06-28 18:33:12.304  4482  4508 I Unity   : datas:JsonData object
06-28 18:33:12.304  4482  4508 I Unity   :  
06-28 18:33:12.304  4482  4508 I Unity   : (Filename: /Users/builduser/buildslave/unity/build/artifacts/generated/common/runtime/DebugBindings.gen.cpp Line: 51)
06-28 18:33:12.304  4482  4508 I Unity   : 
06-28 18:33:12.304  4482  4508 I Unity   : resourceUrl:https://img.singmap.com/upload/broke/resourceweb/3b850f15eb5a4d1481556b9c425fdb62.upk
06-28 18:33:12.304  4482  4508 I Unity   :  
06-28 18:33:12.304  4482  4508 I Unity   : (Filename: /Users/builduser/buildslave/unity/build/artifacts/generated/common/runtime/DebugBindings.gen.cpp Line: 51)
06-28 18:33:12.304  4482  4508 I Unity   : 
06-28 18:33:12.305  4482  4508 I Unity   : resourceVer:11
06-28 18:33:12.305  4482  4508 I Unity   :  
06-28 18:33:12.305  4482  4508 I Unity   : (Filename: /Users/builduser/buildslave/unity/build/artifacts/generated/common/runtime/DebugBindings.gen.cpp Line: 51)
06-28 18:33:12.305  4482  4508 I Unity   : 
06-28 18:33:12.305  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.307  4482  4508 I Unity   : != resourceVer = 11 localVersion=0
06-28 18:33:12.307  4482  4508 I Unity   :  
06-28 18:33:12.307  4482  4508 I Unity   : (Filename: /Users/builduser/buildslave/unity/build/artifacts/generated/common/runtime/DebugBindings.gen.cpp Line: 51)
06-28 18:33:12.307  4482  4508 I Unity   : 
06-28 18:33:12.327  4482  4634 D JIGUANG-JCore: [HttpHelper] status code:200 retry left:2
06-28 18:33:12.333  1993  4986 D HwRecentsTaskUtils: refreshToCache
06-28 18:33:12.333  1993  4986 D HwRecentsTaskUtils: searchFromDate
06-28 18:33:12.334   753  1599 E DE N ABT: mergeProcessorOperating:1225: COMPONENT_RGBW already has data, can't add new data with mode(0x1000000), mode:0x16->0x1000016
06-28 18:33:12.339  1993  4986 I RecentsTaskLoadPlan: to show tasks size is 7
06-28 18:33:12.354  1114  1562 I chatty  : uid=1000(system) WifiStateMachin expire 22 lines
06-28 18:33:12.358  1114  1647 I chatty  : uid=1000(system) HuaweiWifiWatch expire 11 lines
06-28 18:33:12.358  1114  1561 I chatty  : uid=1000(system) WifiService expire 42 lines
06-28 18:33:12.358  1114  1617 I chatty  : uid=1000(system) wifipro_uid_tcp expire 10 lines
06-28 18:33:12.358  1114  1615 I chatty  : uid=1000(system) HwWifiConnectiv expire 2 lines
06-28 18:33:12.360  1114  4002 I chatty  : uid=1000(system) MobileQosDetect expire 4 lines
06-28 18:33:12.412  4482  4634 D JIGUANG-JCore: [HttpHelper] status code:200 retry left:2
06-28 18:33:12.423  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.425  4482  4537 I chatty  : uid=10401(com.mixgo.PropertySEO) identical 2 lines
06-28 18:33:12.436  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.443  1114  1242 W WindowManager: Unable to start animation, surface is null or no children.
06-28 18:33:12.453  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.469  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.475  3693  4336 W QueryController: Could not detect idle state.
06-28 18:33:12.476  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:49
06-28 18:33:12.477  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:50
06-28 18:33:12.478   626  1275 I chatty  : uid=1041(audioserver) HwBinder:626_1 expire 10 lines
06-28 18:33:12.486  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.502  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.518  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.534  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.550  1900  2108 D HwWifiStatStore: handleMessage : 200
06-28 18:33:12.551  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.558  4482  4632 I AudioTrack: audioTrack continuously zero data counter >= 20, send pause/stop state to pg, counter: 20
06-28 18:33:12.559  1952  2110 I chatty  : uid=1000(system) core expire 1 line
06-28 18:33:12.568  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.585  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.601  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.618  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.634  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.651  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.659   780  9105 I Pged-IPgedBinderService: ****action is 2, pid num is 2***
06-28 18:33:12.659   780  9105 I Pged-Freezer: thawPids
06-28 18:33:12.659  1952  2239 I chatty  : uid=1000(system) fast_hibernatio expire 1 line
06-28 18:33:12.667  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.683  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.700  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.717  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.733  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.736  1114  1114 I HwNormalizedSpline: mOminLevelMode:Day getBrightnessLevel lux =457.0,mDefaultBrightness=44.302532,mOCount=11
06-28 18:33:12.750  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.766  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.782  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.788   635   635 I chatty  : uid=1000(system) hwsched@1.0-ser expire 14 lines
06-28 18:33:12.800  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.809   642  1038 E PF_PH   : [perfRequest:536] PerfRequest failed for pid 635
06-28 18:33:12.809   642  1038 E PF_GENIUS: [perfRequest] perfRequest failed.
06-28 18:33:12.816  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.824  1724  1724 I PhoneStatusBarView: mDelayedGetViewPositionOnScreen getLocationInWindow 0 0
06-28 18:33:12.825  1724  1724 I PhoneStatusBarView: mDelayedGetViewPositionOnScreen getLocationOnScreen 0 0
06-28 18:33:12.833  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.849  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.867  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.882  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.898  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.898   648  1284 I chatty  : uid=1041(audioserver) AudioOut_D expire 453 lines
06-28 18:33:12.914  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.931  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.948  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.965  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.981  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:12.998  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.014  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.030  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.047  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.064  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.081  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.097  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.113  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.125   646   646 E WifiHAL : enter wifi_get_link_stats
06-28 18:33:13.130  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.146  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.162  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.180  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.191 31509 31530 D ZrHung.AppEyeUiProbe: Current Activity:false
06-28 18:33:13.191 31509 31530 D ZrHung.AppEyeUiProbe: not watching, wait.
06-28 18:33:13.196  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.213  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.229  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.240  3093  5483 W Conscrypt: Could not set socket write timeout: java.net.SocketException: Socket closed
06-28 18:33:13.240  3093  5483 W Conscrypt: 	at com.google.android.gms.org.conscrypt.Platform.setSocketWriteTimeout(:com.google.android.gms@14799037@14.7.99 (100400-223214910):2)
06-28 18:33:13.240  3093  5483 W Conscrypt: 	at com.google.android.gms.org.conscrypt.ConscryptFileDescriptorSocket.setSoWriteTimeout(:com.google.android.gms@14799037@14.7.99 (100400-223214910):2)
06-28 18:33:13.246  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.252  3093  5483 V NativeCrypto: SSL handshake aborted: ssl=0x729ae88348: I/O error during system call, Connection reset by peer
06-28 18:33:13.263  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.278  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.294  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.311  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.328  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.345  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.361  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.378  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.395  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.410  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.411   642   703 W PF_SYS_WRAPPER: [sysOpenAndWriteStr:83] [GPU] write to /sys/class/devfreq/gpufreq/max_freq failed, errno=22 (Invalid argument) 
06-28 18:33:13.411   642   702 W PF_SYS_WRAPPER: [sysOpenAndWriteStr:83] [CPU_B] write to /sys/devices/system/cpu/cpu4/cpufreq/scaling_max_freq failed, errno=22 (Invalid argument) 
06-28 18:33:13.432  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.448  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.465  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.481  3693  4336 W QueryController: Could not detect idle state.
06-28 18:33:13.484  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:51
06-28 18:33:13.485  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.495  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:52
06-28 18:33:13.499  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.513  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.530  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.546  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.562  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.578   776   776 E Thermal-daemon: [charger_ic] temp_new :40  temp_old :39
06-28 18:33:13.579  1952  4616 I chatty  : uid=1000(system) Binder:1952_6 expire 1 line
06-28 18:33:13.580  1952  2586 I chatty  : uid=1000(system) thermal-core-th expire 1 line
06-28 18:33:13.580   776   776 E Thermal-daemon: Report temperature: [charger_ic] temp :40  report_threshold:1
06-28 18:33:13.581  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.597  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.614  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.629  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.646  4482  4537 D         : addLayerName, tid:4537
